Risk-Free Rate,Annualized Return,Annualized Volatility,Sharpe Ratio
0.0,0.1385209761074118,0.14951760732545694,0.9264526003676034
0.02,0.1385209761074118,0.14951760732545694,0.7926890901178323
0.04,0.1385209761074118,0.14951760732545694,0.6589255798680612
0.05,0.1385209761074118,0.14951760732545694,0.5920438247431757
