Parametric Final Value,Bootstrap Final Value
9045.419235766401,12641.399197442639
10723.326338738689,13000.670356434583
11346.123388744354,9761.45338562705
12506.848011846032,10669.057004424838
13371.698389461408,12572.14331682097
10994.401914885706,10883.11671551352
10060.898840107051,9592.28047468449
14414.839315414314,12819.480677818465
10024.052263475387,14477.328278445457
9698.810793870449,10975.087669307244
12482.561487177409,10720.054424547521
14544.203834621623,12640.620213500644
10161.007023809267,8747.938761336614
10248.315655893648,11051.149142203149
10314.359402095206,10636.143350897783
10674.69177062607,11775.414738465277
9338.76032559256,10916.695675621557
9005.947124220556,13290.624464599337
12560.839680001216,8863.6343807504
8882.46672759334,16811.578360976328
13837.440137270674,9732.866035726862
12238.18453581996,10505.69192289443
12951.624201418843,9861.97803136856
12350.938309068379,9412.549335430569
10828.71090075203,13547.571587069006
12980.872163440292,15168.315197053373
11677.658821811843,11259.668353037438
11533.816914128789,11586.141797945502
11615.715004800933,14782.433295142193
11777.023354463287,11983.099485159399
16444.918122475123,11763.248553384848
9751.929286265633,11849.962574330852
10292.371051187867,10594.034851512359
8730.507607853704,12020.52454924045
15411.148742210706,13185.219215622741
12023.37588155831,12508.212678130016
11167.053499130441,12852.329210573515
12980.400438521736,11295.617285570812
12124.699707397307,13175.220386293655
9726.5877787014,12121.93650633137
10898.560554323438,10165.329426019012
14215.894049758383,13431.8537093772
9873.19871367267,12586.022042681983
11895.14601746157,9126.49473594279
10268.06624977892,9754.237770661888
11171.347990849747,12233.109262128066
11975.130595484547,10348.767749211418
10759.70160415738,12062.086610175578
13471.80239603369,10450.1685346587
12345.845619074966,12828.85962837236
11027.409724103194,11420.569731900956
13392.385469426927,8486.52075930472
12406.984449841068,14416.118826383945
8834.172213186086,12650.538940734803
12000.911173576918,11667.742428623318
9967.87502213346,10773.428725569445
9109.787827269209,10364.244393503368
10267.173440353665,12051.838491258335
10549.032714133715,7700.882158778385
9400.836194065745,13760.170762876622
10892.010689172654,13609.7730367245
11268.673276331852,12398.972004313002
11710.469106835126,12143.302272702549
12063.717617800767,12890.481298644956
9063.760159349005,9362.76190240685
11794.211713772973,10818.667435582556
10169.090757715952,14223.585188415058
11887.25625640726,11541.823539664214
10264.190197333844,14038.497529830882
13041.690578780483,14644.382426056029
12368.597985218921,12254.787665852202
13714.898198994104,9206.517185479803
10423.05308610025,10828.791678911033
10095.656322717292,14958.474822991913
10453.657944875868,9498.129021493683
15171.884518186696,11331.450721608157
12047.83236022435,9950.598070338987
11834.558871144141,9421.307466001139
11867.194677676576,11296.612078031483
14009.629931447056,11930.269385267678
9447.200657154479,10435.859425103477
11261.532446473766,8867.92575615376
6690.528297303657,9948.548625203379
11147.900616749517,13364.81497684485
9873.144709066853,11174.201683713087
9695.29548633464,13816.569181481771
