Date,Portfolio Value
2019-12-16,12464.6845586902
2019-12-17,12464.21583269693
2019-12-18,12447.001823114753
2019-12-19,12497.958633540775
2019-12-20,12539.543774743872
2019-12-23,12557.338871529655
2019-12-24,12578.4728738167
2019-12-26,12654.50408382478
2019-12-27,12652.379458806017
2019-12-30,12593.052646704113
2019-12-31,12590.124974966127
2020-01-02,12737.975677852093
2020-01-03,12720.526112845018
2020-01-06,12763.421273474014
2020-01-07,12741.010083668245
2020-01-08,12770.49696111649
2020-01-09,12839.34678107492
2020-01-10,12845.283963322181
2020-01-13,12907.755182650159
2020-01-14,12896.763751286955
2020-01-15,12934.632267414
2020-01-16,13004.68086565541
2020-01-17,13020.345324352562
2020-01-21,13037.175538263142
2020-01-22,13057.744809749334
2020-01-23,13097.556793061482
2020-01-24,13046.74111817289
2020-01-27,12931.733894437903
2020-01-28,13013.731821900688
2020-01-29,13048.278943330783
2020-01-30,13079.609774455692
2020-01-31,12953.84608511829
2020-02-03,13040.541091016397
2020-02-04,13157.497149354198
2020-02-05,13204.133814062949
2020-02-06,13275.114290102285
2020-02-07,13266.32917583449
2020-02-10,13364.801988681731
2020-02-11,13356.685473292031
2020-02-12,13415.52092936827
2020-02-13,13422.571057917829
2020-02-14,13460.066328748917
2020-02-18,13483.4310520272
2020-02-19,13555.66832490894
2020-02-20,13522.414141110503
2020-02-21,13434.363093708766
2020-02-24,13152.900661676498
2020-02-25,12876.675697963205
2020-02-26,12869.629061336385
2020-02-27,12473.275363190529
2020-02-28,12466.040953983915
2020-03-02,12863.517301050688
2020-03-03,12672.821228813214
2020-03-04,13019.824595160639
2020-03-05,12820.974125512856
2020-03-06,12805.238185200185
2020-03-09,12209.905861693618
2020-03-10,12511.140515884885
2020-03-11,12007.175205196532
2020-03-12,11184.35142248015
2020-03-13,11766.3151677571
2020-03-16,10967.413432558329
2020-03-17,11322.410573534702
2020-03-18,10839.478794901634
2020-03-19,10906.739635886412
2020-03-20,10770.93134943171
2020-03-23,10799.46708582334
2020-03-24,11453.943838748422
2020-03-25,11476.20267256343
2020-03-26,11951.55394098097
2020-03-27,11741.928712578017
2020-03-30,12008.429732269182
2020-03-31,11848.331468225586
2020-04-01,11528.412662898007
2020-04-02,11738.544180275201
2020-04-03,11632.077526669973
2020-04-06,12220.239668756109
2020-04-07,12191.5911267486
2020-04-08,12404.345811951494
2020-04-09,12522.144509215224
2020-04-13,12515.596835267012
2020-04-14,12835.777044871584
2020-04-15,12743.967176394488
2020-04-16,12866.139259693404
2020-04-17,12982.620119652696
2020-04-20,12875.137571918987
2020-04-21,12599.87786199422
2020-04-22,12822.94214937951
2020-04-23,12840.747367064108
2020-04-24,12973.617542744763
2020-04-27,13022.833376066834
2020-04-28,12949.472811875376
2020-04-29,13216.561530881323
2020-04-30,13110.899842603558
2020-05-01,12891.74990217674
2020-05-04,12943.45029208781
2020-05-05,13024.226743109584
2020-05-06,12954.19232827119
2020-05-07,13129.928232241113
2020-05-08,13228.781794811088
2020-05-11,13236.444048912155
2020-05-12,13080.091891246351
2020-05-13,12969.336150653062
2020-05-14,13112.454292454015
2020-05-15,13162.756025404653
2020-05-18,13328.953390655774
2020-05-19,13287.002651330557
2020-05-20,13467.995647028289
2020-05-21,13373.89844702949
2020-05-22,13421.912655155125
2020-05-26,13422.111485702626
2020-05-27,13521.459300900333
2020-05-28,13500.773602093537
2020-05-29,13613.401633897729
2020-06-01,13635.595971801413
2020-06-02,13689.453041265197
2020-06-03,13719.13624222814
2020-06-04,13650.57039289488
2020-06-05,13824.583710104713
2020-06-08,13949.197304511363
2020-06-09,13983.048971230512
2020-06-10,14063.681992731485
2020-06-11,13573.342088492682
2020-06-12,13646.474858963724
2020-06-15,13746.328616583674
2020-06-16,13880.147641646909
2020-06-17,13884.396824422172
2020-06-18,13924.489575064144
2020-06-19,13909.56694551913
2020-06-22,14004.635769664605
2020-06-23,14058.831397406917
2020-06-24,13853.690308715759
2020-06-25,13959.816448240237
2020-06-26,13764.405763235423
2020-06-29,13882.44253649224
2020-06-30,14027.892690823724
2020-07-01,14104.58104847948
2020-07-02,14170.35195271097
2020-07-06,14359.24365882736
2020-07-07,14319.756199331981
2020-07-08,14417.606033621169
2020-07-09,14463.218967787469
2020-07-10,14533.629168256428
2020-07-13,14405.017585437987
2020-07-14,14521.133610170591
2020-07-15,14571.091075654875
2020-07-16,14522.140101543428
2020-07-17,14549.906119435105
2020-07-20,14734.944303280608
2020-07-21,14720.941797059268
2020-07-22,14801.195604981152
2020-07-23,14662.21191784379
2020-07-24,14595.07661078805
2020-07-27,14733.772858280021
2020-07-28,14672.825251175298
2020-07-29,14801.767212974955
2020-07-30,14812.441173811634
2020-07-31,14950.121703740475
2020-08-03,15038.911289604117
2020-08-04,15139.564354516226
2020-08-05,15176.016446305124
2020-08-06,15313.99379294463
2020-08-07,15220.619677694309
2020-08-10,15200.420848688014
2020-08-11,14946.109339639319
2020-08-12,15108.072558040107
2020-08-13,15110.868622612954
2020-08-14,15087.403167619263
2020-08-17,15199.43980472278
2020-08-18,15291.898424384768
2020-08-19,15168.178765049852
2020-08-20,15288.101989234128
2020-08-21,15347.653582945624
2020-08-24,15424.940964452111
2020-08-25,15461.1750134545
2020-08-26,15628.585291977139
2020-08-27,15556.406100564433
2020-08-28,15645.051715328036
2020-08-31,15684.600570540464
2020-09-01,15861.862485306297
2020-09-02,16008.063891308038
2020-09-03,15540.341876284321
2020-09-04,15372.731712163872
2020-09-08,14998.98978483819
2020-09-09,15256.148671705796
2020-09-10,15069.529596202066
2020-09-11,15047.569366889047
2020-09-14,15217.159726262955
2020-09-15,15301.576486788239
2020-09-16,15199.280464116373
2020-09-17,15075.521255542668
2020-09-18,14940.981701219223
2020-09-21,14870.369857390393
2020-09-22,15004.268616643953
2020-09-23,14699.23914266831
2020-09-24,14752.171812995168
2020-09-25,14946.256161270849
2020-09-28,15145.211718760596
2020-09-29,15107.995397639972
2020-09-30,15146.821516960967
2020-10-01,15276.35120997315
2020-10-02,15076.63775014627
2020-10-05,15228.468144692515
2020-10-06,15058.842697384016
2020-10-07,15219.19917885857
2020-10-08,15319.30285001586
2020-10-09,15471.49615479705
2020-10-12,15719.756368615592
2020-10-13,15676.346291858259
2020-10-14,15609.687354061976
2020-10-15,15570.845977408611
2020-10-16,15527.424700007185
2020-10-19,15345.994757581942
2020-10-20,15358.670457366981
2020-10-21,15344.434922825863
2020-10-22,15330.994933217866
2020-10-23,15377.990031597405
2020-10-26,15222.97551861493
2020-10-27,15262.077732940894
2020-10-28,14853.127709474675
2020-10-29,14956.436958688737
2020-10-30,14757.580446880114
2020-11-02,14870.03491700361
2020-11-03,15043.403621374151
2020-11-04,15443.767062395924
2020-11-05,15725.901347235402
2020-11-06,15692.21493070102
2020-11-09,15539.468322953671
2020-11-10,15434.064961041478
2020-11-11,15587.964617173116
2020-11-12,15568.027355266839
2020-11-13,15701.700783410963
2020-11-16,15809.220489736317
2020-11-17,15775.00407125624
2020-11-18,15664.200292097701
2020-11-19,15740.534423615547
2020-11-20,15697.803188092636
2020-11-23,15690.305123506958
2020-11-24,15802.292695719425
2020-11-25,15811.212642948098
2020-11-27,15887.179096901176
2020-11-30,15854.197166218299
2020-12-01,15971.151130787855
2020-12-02,15977.411590305148
2020-12-03,16020.799358087443
2020-12-04,16044.0757591207
2020-12-07,16111.019059747407
2020-12-08,16167.081879226414
2020-12-09,15960.947035974017
2020-12-10,16003.326075231354
2020-12-11,15999.492487210651
2020-12-14,15987.9850854393
2020-12-15,16137.3803270577
2020-12-16,16174.451312044679
2020-12-17,16250.808084042714
2020-12-18,16197.615099504066
2020-12-21,16173.068587599522
2020-12-22,16179.26792021445
2020-12-23,16149.039503427433
2020-12-24,16214.765968717686
2020-12-28,16315.070092787844
2020-12-29,16308.79932540976
2020-12-30,16337.803614215201
2020-12-31,16393.908841509794
2021-01-04,16267.726275095123
2021-01-05,16333.432534032427
2021-01-06,16211.02911017234
2021-01-07,16392.66183614404
2021-01-08,16426.59641383819
2021-01-11,16302.44152131964
2021-01-12,16304.007770746348
2021-01-13,16384.302015668418
2021-01-14,16303.51926189038
2021-01-15,16209.927948301836
2021-01-19,16355.989156092379
2021-01-20,16590.51626196204
2021-01-21,16612.052733669974
2021-01-22,16571.853008825543
2021-01-25,16679.58501231797
2021-01-26,16666.07539013059
2021-01-27,16361.68019819447
2021-01-28,16430.439795441507
2021-01-29,16174.727586823174
2021-02-01,16422.602870229694
2021-02-02,16554.709175288543
2021-02-03,16508.33323764517
2021-02-04,16597.588773846714
2021-02-05,16629.198185893263
2021-02-08,16742.006153216294
2021-02-09,16744.439146981458
2021-02-10,16758.48388223315
2021-02-11,16764.056649380294
2021-02-12,16778.557194238085
2021-02-16,16683.952614351187
2021-02-17,16663.71549403574
2021-02-18,16599.903141972412
2021-02-19,16529.217632684955
2021-02-22,16349.424151497227
2021-02-23,16329.57266116399
2021-02-24,16419.345658672966
2021-02-25,16004.841086653427
2021-02-26,16059.077950197374
2021-03-01,16314.518770288929
2021-03-02,16194.214222161449
2021-03-03,15914.450658321171
2021-03-04,15721.349678365721
2021-03-05,15915.181540677888
2021-03-08,15707.051641092397
2021-03-09,16059.549374691598
2021-03-10,16100.404027932362
2021-03-11,16252.325188907416
2021-03-12,16152.24682745786
2021-03-15,16268.637726649851
2021-03-16,16275.645767947475
2021-03-17,16305.219904262833
2021-03-18,16018.002353967717
2021-03-19,16049.641465210852
2021-03-22,16224.806655777724
2021-03-23,16169.939522979359
2021-03-24,16078.24852579288
2021-03-25,16074.875346176945
2021-03-26,16244.152061902332
2021-03-29,16192.58014612927
2021-03-30,16140.242505940865
2021-03-31,16246.97821323712
2021-04-01,16474.691167732002
2021-04-05,16652.962288328126
2021-04-06,16681.552813265367
2021-04-07,16673.440379772557
2021-04-08,16802.742945903596
2021-04-09,16857.306328053382
2021-04-12,16841.46995560985
2021-04-13,16957.586239102315
2021-04-14,16855.193707134233
2021-04-15,17087.907336715412
2021-04-16,17100.54680724615
2021-04-19,17005.438894221094
2021-04-20,16940.176063169
2021-04-21,17071.38720699705
2021-04-22,16951.119772742662
2021-04-23,17074.193081820074
2021-04-26,17121.441846615442
2021-04-27,17063.533371417707
2021-04-28,17051.504995769938
2021-04-29,17096.25399391809
2021-04-30,17019.85185979267
2021-05-03,17031.47504978197
2021-05-04,16908.130813628377
2021-05-05,16905.771580350138
2021-05-06,17031.762953423793
2021-05-07,17121.332624119408
2021-05-10,16894.311341935085
2021-05-11,16808.16939734702
2021-05-12,16482.79720239751
2021-05-13,16612.10396450002
2021-05-14,16870.374481279592
2021-05-17,16834.99620348848
2021-05-18,16737.543217502007
2021-05-19,16718.807882618974
2021-05-20,16922.92349291947
2021-05-21,16900.903153826694
2021-05-24,17070.594892243276
2021-05-25,17109.646124816307
2021-05-26,17132.238080821775
2021-05-27,17103.500153102377
2021-05-28,17132.94302369947
2021-06-01,17104.4436985446
2021-06-02,17141.511160735405
2021-06-03,17016.121821244542
2021-06-04,17229.95558781946
2021-06-07,17234.986588582913
2021-06-08,17257.804018936786
2021-06-09,17275.90074059513
2021-06-10,17390.17528064664
2021-06-11,17390.130144478946
2021-06-14,17418.867536626924
2021-06-15,17361.184457721974
2021-06-16,17271.110024192836
2021-06-17,17333.233819917703
2021-06-18,17254.471380973457
2021-06-21,17348.80131973017
2021-06-22,17435.620230342196
2021-06-23,17419.63644100263
2021-06-24,17497.711399012085
2021-06-25,17485.58085668627
2021-06-28,17599.32575248186
2021-06-29,17609.617920227796
2021-06-30,17631.44293788108
2021-07-01,17678.84435948345
2021-07-02,17826.7052543077
2021-07-06,17887.463491156253
2021-07-07,17962.575521767896
2021-07-08,17884.390288617342
2021-07-09,17949.89163127205
2021-07-12,17989.758202775178
2021-07-13,17940.03257844292
2021-07-14,18020.45565717378
2021-07-15,17997.939141431543
2021-07-16,17873.487957886486
2021-07-19,17804.470640030868
2021-07-20,17931.939650082204
2021-07-21,17979.447634720018
