,Final Value,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown,Historical VaR 95%,Historical Expected Shortfall 95%
Custom Portfolio,29386.684486918457,1.9207422987105836,0.13826281329846046,0.14948457881877328,0.9249302797051898,-0.27379138078990684,-0.014826391459846638,-0.022092297270610343
